time,open_interest,oi_value
2026-07-21 11:00:00+00:00,105128.736,6955469266.853875
2026-07-21 12:00:00+00:00,105432.478,6992060532.7562
2026-07-21 13:00:00+00:00,105439.664,7014679422.6256
2026-07-21 14:00:00+00:00,105838.605,7065087138.050992
2026-07-21 15:00:00+00:00,106451.815,7111732416.918284
2026-07-21 16:00:00+00:00,106753.783,7114979506.2755
2026-07-21 17:00:00+00:00,106972.506,7115015415.14117
2026-07-21 18:00:00+00:00,105511.582,6982872559.5002
2026-07-21 19:00:00+00:00,105098.484,6966807455.054413
2026-07-21 20:00:00+00:00,104845.037,6963401209.898798
2026-07-21 21:00:00+00:00,104773.533,6954217524.6354
2026-07-21 22:00:00+00:00,104791.418,6953162083.7032
2026-07-21 23:00:00+00:00,104759.629,6943336862.041455
2026-07-22 00:00:00+00:00,104322.618,6939780491.3814
2026-07-22 01:00:00+00:00,104101.755,6932312838.4335
2026-07-22 02:00:00+00:00,103966.236,6903233310.9168
2026-07-22 03:00:00+00:00,104006.154,6894155754.183988
2026-07-22 04:00:00+00:00,104099.137,6889554064.67088
2026-07-22 05:00:00+00:00,103948.582,6897123575.349976
2026-07-22 06:00:00+00:00,104144.296,6868784970.532
2026-07-22 07:00:00+00:00,103822.109,6842672529.738344
2026-07-22 08:00:00+00:00,103736.803,6827274247.6013975
2026-07-22 09:00:00+00:00,103471.462,6824305069.017
2026-07-22 10:00:00+00:00,103183.359,6799411898.0076
2026-07-22 11:00:00+00:00,104757.387,6915684611.6694
2026-07-22 12:00:00+00:00,104558.87,6898938827.817273
2026-07-22 13:00:00+00:00,104243.811,6838831825.6062
2026-07-22 14:00:00+00:00,104016.827,6857309319.975
2026-07-22 15:00:00+00:00,103707.578,6820804391.966603
2026-07-22 16:00:00+00:00,103214.98,6813857169.5984335
2026-07-22 17:00:00+00:00,103097.144,6825000003.6568
2026-07-22 18:00:00+00:00,102981.266,6797051903.5448
2026-07-22 19:00:00+00:00,102682.141,6763509224.66774
2026-07-22 20:00:00+00:00,102516.29,6755111487.82197
2026-07-22 21:00:00+00:00,102497.983,6753366604.3074
2026-07-22 22:00:00+00:00,102321.631,6756747510.1064
2026-07-22 23:00:00+00:00,102336.009,6755599064.5251
2026-07-23 00:00:00+00:00,102239.457,6756421156.070681
2026-07-23 01:00:00+00:00,102555.129,6771745934.4087
2026-07-23 02:00:00+00:00,102732.678,6759259579.390155
2026-07-23 03:00:00+00:00,102724.517,6756941372.0641
2026-07-23 04:00:00+00:00,102507.498,6727283415.381849
2026-07-23 05:00:00+00:00,102501.72,6722257550.868
2026-07-23 06:00:00+00:00,102325.664,6719102168.3296
2026-07-23 07:00:00+00:00,102395.961,6733896302.0313
2026-07-23 08:00:00+00:00,102191.177,6683904959.586731
2026-07-23 09:00:00+00:00,102146.294,6701637942.700634
2026-07-23 10:00:00+00:00,101977.643,6690605254.176766
2026-07-23 11:00:00+00:00,101987.386,6700999607.2212
2026-07-23 12:00:00+00:00,102130.158,6692172925.3309555
2026-07-23 13:00:00+00:00,101722.475,6626008748.7975
2026-07-23 14:00:00+00:00,101651.761,6593326356.8059
2026-07-23 15:00:00+00:00,103710.048,6729483979.535738
2026-07-23 16:00:00+00:00,104518.087,6786704907.528881
2026-07-23 17:00:00+00:00,104450.386,6761230161.359
2026-07-23 18:00:00+00:00,104804.534,6776089654.126777
2026-07-23 19:00:00+00:00,104684.727,6788008942.0248
2026-07-23 20:00:00+00:00,104790.988,6795113431.938465
2026-07-23 21:00:00+00:00,104703.011,6818019259.3947
2026-07-23 22:00:00+00:00,104408.389,6801475786.765552
2026-07-23 23:00:00+00:00,104623.676,6817100867.9108
2026-07-24 00:00:00+00:00,104584.915,6805304178.103276
2026-07-24 01:00:00+00:00,104639.812,6796397645.3248
2026-07-24 02:00:00+00:00,104734.582,6813636238.160524
2026-07-24 03:00:00+00:00,104877.158,6826642993.1044
2026-07-24 04:00:00+00:00,104885.832,6862232184.54093
2026-07-24 05:00:00+00:00,104965.216,6850019499.6384
2026-07-24 06:00:00+00:00,104914.464,6849931931.989455
2026-07-24 07:00:00+00:00,104694.563,6851379714.0208
2026-07-24 08:00:00+00:00,103274.31,6761296783.683
2026-07-24 09:00:00+00:00,103445.534,6752421542.565172
2026-07-24 10:00:00+00:00,103828.239,6757993185.6798
2026-07-24 11:00:00+00:00,104075.147,6757370329.3866
2026-07-24 12:00:00+00:00,104326.062,6786092636.050083
2026-07-24 13:00:00+00:00,104621.767,6774054698.881223
2026-07-24 14:00:00+00:00,105070.823,6736363646.6698
2026-07-24 15:00:00+00:00,105861.518,6778461203.6652
2026-07-24 16:00:00+00:00,106315.13,6811823009.36
2026-07-24 17:00:00+00:00,106208.584,6789946637.6952
2026-07-24 18:00:00+00:00,106321.9,6821074807.777492
2026-07-24 19:00:00+00:00,106207.681,6823263915.082115
2026-07-24 20:00:00+00:00,106072.717,6809619457.980074
2026-07-24 21:00:00+00:00,106242.247,6814335225.6812
2026-07-24 22:00:00+00:00,106180.561,6808507563.384857
2026-07-24 23:00:00+00:00,106252.68,6814305421.651956
2026-07-25 00:00:00+00:00,106114.818,6803700116.8152
2026-07-25 01:00:00+00:00,108135.359,6926032806.889161
2026-07-25 02:00:00+00:00,108073.52,6920930954.632
2026-07-25 03:00:00+00:00,108160.135,6923691788.546928
2026-07-25 04:00:00+00:00,108183.07,6929909462.174186
2026-07-25 05:00:00+00:00,108131.603,6936625912.117857
2026-07-25 06:00:00+00:00,108290.925,6929861163.525
2026-07-25 07:00:00+00:00,108322.773,6930815984.859
2026-07-25 08:00:00+00:00,108231.982,6924301528.244829
2026-07-25 09:00:00+00:00,108255.479,6911506103.4676
2026-07-25 10:00:00+00:00,108240.641,6924142980.7059
2026-07-25 11:00:00+00:00,108147.084,6925729608.408312
2026-07-25 12:00:00+00:00,108148.71,6924880864.881
2026-07-25 13:00:00+00:00,108043.052,6924372139.844268
2026-07-25 14:00:00+00:00,107963.835,6924896448.284293
2026-07-25 15:00:00+00:00,108024.957,6933122263.471593
2026-07-25 16:00:00+00:00,107962.508,6925800315.272307
2026-07-25 17:00:00+00:00,108055.794,6935181652.988872
2026-07-25 18:00:00+00:00,107690.768,6917699556.7856
2026-07-25 19:00:00+00:00,107525.305,6922855474.4675
2026-07-25 20:00:00+00:00,107366.138,6910041695.2248
2026-07-25 21:00:00+00:00,107423.143,6907955278.85846
2026-07-25 22:00:00+00:00,107517.446,6915399471.129404
2026-07-25 23:00:00+00:00,107497.574,6920485803.197955
2026-07-26 00:00:00+00:00,107509.0,6917476416.904509
2026-07-26 01:00:00+00:00,107497.521,6931730397.3867
2026-07-26 02:00:00+00:00,107431.963,6922303333.5309
2026-07-26 03:00:00+00:00,107456.824,6930067117.306238
2026-07-26 04:00:00+00:00,107326.202,6924568494.2178
2026-07-26 05:00:00+00:00,107259.414,6917492113.0434
2026-07-26 06:00:00+00:00,107047.319,6892348681.134
2026-07-26 07:00:00+00:00,107092.761,6897737643.249
2026-07-26 08:00:00+00:00,107079.07,6889716874.327322
2026-07-26 09:00:00+00:00,107154.83,6906139508.983
2026-07-26 10:00:00+00:00,107114.55,6910195272.51
2026-07-26 11:00:00+00:00,107386.288,6925449099.408
2026-07-26 12:00:00+00:00,107456.321,6928963226.360983
2026-07-26 13:00:00+00:00,107555.909,6930336164.335925
2026-07-26 14:00:00+00:00,107572.109,6937551917.852284
2026-07-26 15:00:00+00:00,107536.384,6956257538.877311
2026-07-26 16:00:00+00:00,107239.481,6941986943.3135
2026-07-26 17:00:00+00:00,106919.38,6917683886.0
2026-07-26 18:00:00+00:00,106941.889,6915604605.533021
2026-07-26 19:00:00+00:00,106941.084,6919826028.2796
2026-07-26 20:00:00+00:00,106880.745,6911798125.009409
2026-07-26 21:00:00+00:00,106844.642,6904469580.57436
2026-07-26 22:00:00+00:00,106657.403,6913690128.027457
2026-07-26 23:00:00+00:00,105041.323,6868176124.587668
