decision_time,side,signal_entry,stop,target,size,zone,setup_type,limit_price,valid_until,entry_time,entry,exit,pnl,equity,exit_time,exit_reason,r_multiple,hold_minutes
2026-07-27 01:35:59.999000+00:00,short,65105.37699519446,65190.29195249959,64606.3,2.94412207147056,vwap_lower:ae24bdbc2e964a,reversal,65105.37699519446,2026-07-27T02:05:59.999000+00:00,2026-07-27 01:46:59.999000+00:00,65092.355919795424,65203.33001089009,-518.524473336148,99481.47552666385,2026-07-27 01:56:59.999000+00:00,stop,-1.7983364160974085,10.0
